code	name	length
00214	"Anesthesia for intracranial procedures; burr holes, including ventriculography"	78
00220	Anesthesia for intracranial procedures; cerebrospinal fluid shunting procedures	79
00215	"Anesthesia for intracranial procedures; cranioplasty or elevation of depressed skull fracture, extradural (simple or compound)"	126
00211	Anesthesia for intracranial procedures; craniotomy or craniectomy for evacuation of hematoma	92
00222	Anesthesia for intracranial procedures; electrocoagulation of intracranial nerve	80
00210	Anesthesia for intracranial procedures; not otherwise specified	63
00218	Anesthesia for intracranial procedures; procedures in sitting position	70
00212	Anesthesia for intracranial procedures; subdural taps	53
00216	Anesthesia for intracranial procedures; vascular procedures	59
00174	"Anesthesia for intraoral procedures, including biopsy; excision of retropharyngeal tumor"	88
00170	"Anesthesia for intraoral procedures, including biopsy; not otherwise specified"	78
00176	"Anesthesia for intraoral procedures, including biopsy; radical surgery"	70
00172	"Anesthesia for intraoral procedures, including biopsy; repair of cleft palate"	77
00844	Anesthesia for intraperitoneal procedures in lower abdomen including laparoscopy; abdominoperineal resection	108
00842	Anesthesia for intraperitoneal procedures in lower abdomen including laparoscopy; amniocentesis	95
00855	Anesthesia for intraperitoneal procedures in lower abdomen including laparoscopy; cesarean hysterectomy	103
00850	Anesthesia for intraperitoneal procedures in lower abdomen including laparoscopy; cesarean section	98
00840	Anesthesia for intraperitoneal procedures in lower abdomen including laparoscopy; not otherwise specified	105
00848	Anesthesia for intraperitoneal procedures in lower abdomen including laparoscopy; pelvic exenteration	101
00846	Anesthesia for intraperitoneal procedures in lower abdomen including laparoscopy; radical hysterectomy	102
00851	Anesthesia for intraperitoneal procedures in lower abdomen including laparoscopy; tubal ligation/transection	108
00797	Anesthesia for intraperitoneal procedures in upper abdomen including laparoscopy; gastric restrictive procedure for morbid obesity	130
00796	Anesthesia for intraperitoneal procedures in upper abdomen including laparoscopy; liver transplant (recipient)	110
00790	Anesthesia for intraperitoneal procedures in upper abdomen including laparoscopy; not otherwise specified	105
00794	"Anesthesia for intraperitoneal procedures in upper abdomen including laparoscopy; pancreatectomy, partial or total (eg, Whipple procedure)"	138
00792	Anesthesia for intraperitoneal procedures in upper abdomen including laparoscopy; partial hepatectomy or management of liver hemorrhage (excluding liver biopsy)	160
00872	"Anesthesia for lithotripsy, extracorporeal shock wave; with water bath"	70
00873	"Anesthesia for lithotripsy, extracorporeal shock wave; without water bath"	73
00810	"Anesthesia for lower intestinal endoscopic procedures, endoscope introduced distal to duodenum"	94
01490	"Anesthesia for lower leg cast application, removal, or repair"	61
00640	"Anesthesia for manipulation of the spine or for closed procedures on the cervical, thoracic or lumbar spine"	107
01905	"Anesthesia for myelography, diskography, vertebroplasty"	55
01922	Anesthesia for non-invasive imaging or radiation therapy	56
01180	Anesthesia for obturator neurectomy; extrapelvic	48
01190	Anesthesia for obturator neurectomy; intrapelvic	48
01212	Anesthesia for open procedures involving hip joint; hip disarticulation	71
01210	Anesthesia for open procedures involving hip joint; not otherwise specified	75
01215	Anesthesia for open procedures involving hip joint; revision of total hip arthroplasty	86
01214	Anesthesia for open procedures involving hip joint; total hip arthroplasty	74
01170	Anesthesia for open procedures involving symphysis pubis or sacroiliac joint	76
01232	Anesthesia for open procedures involving upper 2/3 of femur; amputation	71
01230	Anesthesia for open procedures involving upper 2/3 of femur; not otherwise specified	84
01234	Anesthesia for open procedures involving upper 2/3 of femur; radical resection	78
01480	"Anesthesia for open procedures on bones of lower leg, ankle, and foot; not otherwise specified"	94
01484	"Anesthesia for open procedures on bones of lower leg, ankle, and foot; osteotomy or osteoplasty of tibia and/or fibula"	118
01482	"Anesthesia for open procedures on bones of lower leg, ankle, and foot; radical resection (including below knee amputation)"	122
01486	"Anesthesia for open procedures on bones of lower leg, ankle, and foot; total ankle replacement"	94
01636	"Anesthesia for open procedures on humeral head and neck, sternoclavicular joint, acromioclavicular joint, and shoulder joint; interthoracoscapular (forequarter) amputation"	171
01630	"Anesthesia for open procedures on humeral head and neck, sternoclavicular joint, acromioclavicular joint, and shoulder joint; not otherwise specified"	149
01632	"Anesthesia for open procedures on humeral head and neck, sternoclavicular joint, acromioclavicular joint, and shoulder joint; radical resection"	143
01634	"Anesthesia for open procedures on humeral head and neck, sternoclavicular joint, acromioclavicular joint, and shoulder joint; shoulder disarticulation"	150
01638	"Anesthesia for open procedures on humeral head and neck, sternoclavicular joint, acromioclavicular joint, and shoulder joint; total shoulder replacement"	152
01758	Anesthesia for open procedures on humerus and elbow; excision of cyst or tumor of humerus	89
01740	Anesthesia for open procedures on humerus and elbow; not otherwise specified	76
01742	Anesthesia for open procedures on humerus and elbow; osteotomy of humerus	73
01756	Anesthesia for open procedures on humerus and elbow; radical procedures	71
01744	Anesthesia for open procedures on humerus and elbow; repair of nonunion or malunion of humerus	94
01760	Anesthesia for open procedures on humerus and elbow; total elbow replacement	76
01404	Anesthesia for open procedures on knee joint; disarticulation at knee	69
01400	Anesthesia for open procedures on knee joint; not otherwise specified	69
01402	Anesthesia for open procedures on knee joint; total knee arthroplasty	69
01830	"Anesthesia for open procedures on radius, ulna, wrist, or hand bones; not otherwise specified"	93
01832	"Anesthesia for open procedures on radius, ulna, wrist, or hand bones; total wrist replacement"	93
01173	Anesthesia for open repair of fracture disruption of pelvis or column fracture involving acetabulum	99
00470	Anesthesia for partial rib resection; not otherwise specified	61
00474	"Anesthesia for partial rib resection; radical procedures (eg, pectus excavatum)"	79
00472	Anesthesia for partial rib resection; thoracoplasty (any type)	62
99100	"Anesthesia for patient of extreme age, under one year and over seventy (List separately in addition to code for primary anesthesia procedure)"	141
01935	Anesthesia for percutaneous image guided procedures on the spine and spinal cord; diagnostic	92
01936	Anesthesia for percutaneous image guided procedures on the spine and spinal cord; therapeutic	93
00908	Anesthesia for perineal prostatectomy	37
00530	Anesthesia for permanent transvenous pacemaker insertion	56
00634	Anesthesia for procedures in lumbar region; chemonucleolysis	60
00635	Anesthesia for procedures in lumbar region; diagnostic or therapeutic lumbar puncture	85
00632	Anesthesia for procedures in lumbar region; lumbar sympathectomy	64
00630	Anesthesia for procedures in lumbar region; not otherwise specified	67
01274	"Anesthesia for procedures involving arteries of upper leg, including bypass graft; femoral artery embolectomy"	109
01272	"Anesthesia for procedures involving arteries of upper leg, including bypass graft; femoral artery ligation"	106
01270	"Anesthesia for procedures involving arteries of upper leg, including bypass graft; not otherwise specified"	106
01000	"Anesthesia for procedures on anterior integumentary system of pelvis (anterior to iliac crest), except external genitalia."	122
01842	"Anesthesia for procedures on arteries of forearm, wrist, and hand; embolectomy"	78
01840	"Anesthesia for procedures on arteries of forearm, wrist, and hand; not otherwise specified"	90
01440	Anesthesia for procedures on arteries of knee and popliteal area; not otherwise specified	89
01444	Anesthesia for procedures on arteries of knee and popliteal area; popliteal excision and graft or repair for occlusion or aneurysm	130
01442	"Anesthesia for procedures on arteries of knee and popliteal area; popliteal thromboendarterectomy, with or without patch graft"	126
01502	"Anesthesia for procedures on arteries of lower leg, including bypass graft; embolectomy, direct or with catheter"	112
01500	"Anesthesia for procedures on arteries of lower leg, including bypass graft; not otherwise specified"	99
01652	Anesthesia for procedures on arteries of shoulder and axilla; axillary-brachial aneurysm	88
01656	Anesthesia for procedures on arteries of shoulder and axilla; axillary-femoral bypass graft	91
01654	Anesthesia for procedures on arteries of shoulder and axilla; bypass graft	74
01650	Anesthesia for procedures on arteries of shoulder and axilla; not otherwise specified	85
01772	Anesthesia for procedures on arteries of upper arm and elbow; embolectomy	73
01770	Anesthesia for procedures on arteries of upper arm and elbow; not otherwise specified	85
01120	Anesthesia for procedures on bony pelvis	40
00600	Anesthesia for procedures on cervical spine and cord; not otherwise specified	77
00604	Anesthesia for procedures on cervical spine and cord; procedures with patient in the sitting position	101
00454	Anesthesia for procedures on clavicle and scapula; biopsy of clavicle	69
00450	Anesthesia for procedures on clavicle and scapula; not otherwise specified	74
00452	Anesthesia for procedures on clavicle and scapula; radical surgery	66
00120	"Anesthesia for procedures on external, middle, and inner ear including biopsy; not otherwise specified"	102
00124	"Anesthesia for procedures on external, middle, and inner ear including biopsy; otoscopy"	87
00126	"Anesthesia for procedures on external, middle, and inner ear including biopsy; tympanotomy"	90
00144	Anesthesia for procedures on eye; corneal transplant	52
00147	Anesthesia for procedures on eye; iridectomy	44
00142	Anesthesia for procedures on eye; lens surgery	46
00140	Anesthesia for procedures on eye; not otherwise specified	57
00148	Anesthesia for procedures on eye; ophthalmoscopy	48
00145	Anesthesia for procedures on eye; vitreoretinal surgery	55
00190	Anesthesia for procedures on facial bones or skull; not otherwise specified	75
00192	Anesthesia for procedures on facial bones or skull; radical surgery (including prognathism)	91
00562	"Anesthesia for procedures on heart, pericardial sac, and great vessels of chest; with pump oxygenator"	101
00563	"Anesthesia for procedures on heart, pericardial sac, and great vessels of chest; with pump oxygenator with hypothermic circulatory arrest"	137
00561	"Anesthesia for procedures on heart, pericardial sac, and great vessels of chest; with pump oxygenator, under one year of age"	124
00560	"Anesthesia for procedures on heart, pericardial sac, and great vessels of chest; without pump oxygenator"	104
